"y3_hhid","plotnum","soil","soilq","erosion","slope","irrig","fallow","fallow_years","org","orgQ1","inorg1","inorg_type1","inorgQ1","voucher1","inorg_price1","inorg2","inorg_type2","inorgQ2","voucher2","inorg_price2","pest","pestQ","pestU","short_rain","short_rain_crop","owned","price_type1","price_type2","quantity_type1","quantity_type2","nitrogen_kg","phosphorous_kg","potassium_kg","nitrogen_price","nitrogen_unit_price","fam_lab_days","hir_lab_days"
"0040-001","M2","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,31,10
"0041-002","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,67,9
"0041-002","M2","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,67,9
"0041-006","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,69,3
"0042-001","M1","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,36,24
"0042-001","M2",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"0042-001","M3","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"RENTED",0,0,0,0,0,0,0,NA,NA,34,42
"0043-001","M1","CLAY","GOOD","YES","FLAT BOTTOM","NO",98,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"RENTED",0,0,0,0,0,0,0,NA,NA,24,4
"0043-001","M2","SANDY","GOOD","NO","FLAT BOTTOM","NO",98,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"RENTED",0,0,0,0,0,0,0,NA,NA,20,6
"0043-002","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0
"0044-001","M1","LOAM","AVERAGE","YES","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,104,0
"0045-001","M1","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,39,0
"0046-001","M1","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,42,3
"0046-001","M2","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,46,4
"0046-002","M1","SANDY","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,41,0
"0046-002","M2","CLAY","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,29,0
"0047-001","M1","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"YES",500,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,74,0
"0047-001","M2","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"YES",500,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,93,0
"0047-001","M3","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"YES",500,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,90,0
"0047-001","M4",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"0048-001","M1","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,41,0
"0048-002","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,58,0
"0049-001","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,42,5
"0049-001","M2","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,16,0
"0049-001","M3","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,39,0
"0049-001","M4","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,38,2
"0051-001","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,23,0
"0051-001","M2","LOAM","GOOD","NO","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,32,0
"0051-002","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,6,245
"0051-003","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"RENTED",0,0,0,0,0,0,0,NA,NA,122,0
"0052-001","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,11,16
"0052-001","M2","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,11,71
"0052-001","M3",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"0053-001","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,78,0
"0054-001","M1","LOAM","GOOD","NO","FLAT BOTTOM","YES",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,47,0
"0055-001","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"YES",50,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,24,10
"0055-001","M2","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,32
"0055-001","M3","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,48
"0055-001","M4","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,58
"0056-001","M1","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"YES",1500,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,111,0
"0056-001","M2","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,118,0
"0056-001","M3","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,132,0
"0056-001","M4","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",2010,1,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,130,0
"0057-001","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,65,0
"0058-001","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"YES",100,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,84,0
"0058-001","M2","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,166,0
"0059-001","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"YES",1000,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,100,0
"0059-001","M2","CLAY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,109,8
"0059-001","M3","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,85,15
"0059-002","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,55,0
"0059-002","M2","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"YES",1200,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,98,48
"0059-002","M3","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"0060-001","M1",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"0061-001","M1","SANDY","AVERAGE","YES","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,82,2
"0061-001","M2","LOAM","GOOD","NO","FLAT TOP","NO",0,NA,"YES",2500,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,164,17
"0062-001","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,75,0
"0063-001","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0
"0064-001","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,100,0
"0065-001","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,62,0
"0066-001","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,143,0
"0066-001","M2","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,83,0
"0067-001","M1","LOAM","AVERAGE","YES","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,85,0
"0067-001","M2","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,66,0
"0068-001","M1","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,118,0
"0068-001","M2","OTHER (SPECIFY)","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,40,0
"0068-001","M3","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"YES",500,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,45,0
"0068-001","M4","OTHER (SPECIFY)","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,34,0
"0069-001","M1","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,106,0
"0069-001","M2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"0069-001","M3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"0070-001","M1","CLAY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,46,27
"0070-001","M2","CLAY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,38,46
"0070-001","M3","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",100,"MILLILITRE","NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,59,20
"0070-001","M4",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"0070-001","M5","CLAY","AVERAGE","NO",NA,"NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,30,6
"0071-001","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,19,0
"0071-001","M2","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,25,0
"0071-001","M3","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,37,0
"0072-001","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,188,45
"0072-001","M2","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,137,66
"0072-003","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0
"0073-001","M1","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,42
"0073-002","M1","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,58,0
"0074-001","M1","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,205,0
"0074-001","M2","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,39,0
"0075-001","M1","CLAY","GOOD","YES","SLIGHTLY SLOPED","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,76,0
"0075-001","M2",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"0075-001","M3","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,89,0
"0075-001","M4","SANDY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,89,0
"0075-001","M5","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,36,0
"0075-003","M1","LOAM","BAD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,58,0
"0075-003","M2","LOAM","BAD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,98,0
"0076-001","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"YES",210,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,78,0
"0076-001","M2","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,164,20
"0076-001","M3",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"0076-003","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,"NO",NA,"USED FREE OF CHARGE",0,0,0,0,0,0,0,NA,NA,118,0
"0077-001","M1",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,0,0
"0077-001","M2","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"YES",1000,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,55,0
"0077-001","M3","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,147,80
"0077-001","M4","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,103,35
"0078-001","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,52,0
"0078-001","M2","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,69,0
"0078-001","M3","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,44,0
"0079-001","M1","SANDY","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,75,0
"0080-001","M1","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,26,0
"0081-001","M1","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,97,0
"0081-001","M2","LOAM","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,18,0
"0082-001","M1","LOAM","AVERAGE","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,52,2
"0082-001","M2","CLAY","GOOD","NO","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,50,8
"0082-001","M3","CLAY","GOOD","YES","FLAT BOTTOM","NO",0,NA,"NO",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,"OWNED",0,0,0,0,0,0,0,NA,NA,16,0
